LNG,LAT,ROUTES,STOPNAME,DIR,AMENITIES,DISTANCE_FROM_STREET,DISTRICT,CITY,POSTAL,COUNTY,TEAMBOUNDARY,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID
-105.0252785,39.72965375,"31, 30",Federal Blvd & W 8th Ave,S,P,60,C,Denver,80204,Denver,West,SW,Federal Blvd,W 8th Av,Federal Blvd & W 8th Ave (Stop No. 13768)
-104.994238,39.759506,"120X, 38, FF, LX, LD",Park Ave West & Wewatta St,SE,,100,C,Denver,80202,Denver,West,NW,Park Ave West,Wewatta St,Park Ave West & Wewatta St (Stop No. 23955)
-104.95969,39.759724,24,York St & 30th Ave,N,,75,B,Denver,80205,Denver,East,NE,York St,E 30th Ave,York St & 30th Ave (Stop No. 17398)
-104.975069,39.772599,12,38th St & Brighton Blvd,SE,,145,C,Denver,80216,Denver,West,SW,38th St,Brighton Blvd,38th St & Brighton Blvd (Stop No. 11069)
-105.115058,39.718918,GS,3rd St & Main Ave {1304},NW,B,920,M,Denver,80225,Jefferson,West,,3rd St,W Main Ave,3rd St & Main Ave {1304} (Stop No. 11084)
-105.045319,39.823765,72,W 70th Ave & Utica St,W,,175,C,Westminster,80030,Adams,North,NW,W 70th Av,Utica St,W 70th Ave & Utica St (Stop No. 24293)
-105.081296,39.762454,76,Wadsworth Blvd & W 32nd Ave,N,B,75,M,Wheat Ridge,80033,Jefferson,West,NE,Wadsworth Blvd,W 32nd Av,Wadsworth Blvd & W 32nd Ave (Stop No. 16959)
-104.786135,39.623824,135,Smoky Hill Rd & S Richfield St,SE,B,65,G,Aurora,80015,Arapahoe,East,SE,Smoky Hill Rd,S Richfield St,Smoky Hill Rd & S Richfield St (Stop No. 18294)
-104.839334,39.741303,20,16th Ave & Aurora Ct,E,,75,B,Aurora,80010,Adams,East,SW,E 16th Ave,Aurora Ct,16th Ave & Aurora Ct (Stop No. 26214)
-105.058378,39.914034,120,W 120th Ave & Chase St {1104},E,,175,J,Broomfield,80020,Jefferson,North,SW,W 120th Ave,Chase St,W 120th Ave & Chase St {1104} (Stop No. 26222)
-104.913023,39.660809,65,S Monaco Pkwy & Carter Cir,S,B,106,A,Denver,80222,Arapahoe,East,SW,S Monaco St,Carter Cir S,S Monaco Pkwy & Carter Cir (Stop No. 15522)
-104.870056,39.674658,21,Iliff Ave & S Parker Rd,E,B,112,E,Aurora,80231,Arapahoe,East,SE,E Iliff Av,Parker Rd,Iliff Ave & S Parker Rd (Stop No. 14541)
-104.940134,39.904349,"93L, 39L",Colorado Blvd & 115th Ave {1203},N,13,75,K,Thornton,80233,Adams,North,NE,Colorado Blvd,E 115th Ave,Colorado Blvd & 115th Ave {1203} (Stop No. 18875)
-105.0978145,39.80213272,52,W 58th Ave & Field St,W,B,75,L,Arvada,80004,Jefferson,West,NW,Ralston Rd,Field St,W 58th Ave & Field St (Stop No. 18727)
-105.100718,39.802094,"100, 52",W 58th Ave & Garrison St,W,B,133,L,Arvada,80004,Jefferson,West,NW,Ralston Rd,Garrison St,W 58th Ave & Garrison St (Stop No. 18728)
-104.980784,39.576711,67,Mineral Ave & S Logan Dr,S,,90,H,Littleton,80122,Arapahoe,West,SW,E Mineral Av,S Logan Dr,Mineral Ave & S Logan Dr (Stop No. 18851)
-104.996538,39.87216,8,Huron St & W 96th Pl {1110},N,13,80,J,Thornton,80260,Adams,North,NE,Huron St,W 96th Pl,Huron St & W 96th Pl {1110} (Stop No. 14427)
-104.8294883,39.74723946,FF,Fitzsimons Pkwy & Montview Blvd,S,,110,B,Aurora,80010,Adams,East,SW,Fitzsimons Pkwy,E Montview Blvd,Fitzsimons Pkwy & Montview Blvd (Stop No. 33614)
-104.9925887,39.54957443,"401, 402L, 403",Highlands Ranch Pkwy & S Broadway,W,,150,H,Highlands Ranch,80129,Douglas,West,NW,Highlands Ranch Pkwy,Broadway,Highlands Ranch Pkwy & S Broadway (Stop No. 24997)
-104.835647,39.590283,153,6900 Block S Tucson Way,NW,,75,G,Englewood,80112,Arapahoe,East,N,S Tucson Wy,E Fremont Pl,6900 Block S Tucson Way (Stop No. 24277)
-105.034464,39.826506,72,Lowell Blvd & W 72nd Ave,S,,200,C,Westminster,80030,Adams,North,SW,Lowell Blvd,W 72nd Av,Lowell Blvd & W 72nd Ave (Stop No. 24289)
-104.791304,39.639078,"169, 139, 169L",S Buckley Rd & Quincy Ave,N,,75,F,Aurora,80013,Arapahoe,East,NE,S Buckley Rd,E Quincy Ave,S Buckley Rd & Quincy Ave (Stop No. 22227)
-104.775659,39.679584,131,Evans Ave & Asbury Dr,E,,65,F,Aurora,80013,Arapahoe,East,SE,E Evans Av,E Asbury Dr,Evans Ave & Asbury Dr (Stop No. 23807)
-105.081598,39.790418,76,Wadsworth Blvd & W 52nd Ave,S,B,150,L,Arvada,80002,Jefferson,West,SW,Wadsworth Blvd,W 52nd Av,Wadsworth Blvd & W 52nd Ave (Stop No. 16976)
-105.127858,39.729049,100,W 8th Ave & Simms St,E,B,125,M,Lakewood,80215,Jefferson,West,SE,W 8th Av,Simms St,W 8th Ave & Simms St (Stop No. 11867)
-105.1639113,39.81232598,125,W 64th Ave & Indiana St,E,B,90,L,Arvada,80004,Jefferson,West,SE,W 64th Av,Indiana St,W 64th Ave & Indiana St (Stop No. 21854)
-104.9315739,39.79430221,40,5400 Block Dahlia St,N,B,1200,K,Commerce City,80022,Adams,North,,Dahlia St,E 52nd Ave,5400 Block Dahlia St (Stop No. 13220)
-104.82426,39.778831,42,46th Ave & Andrews Dr,E,B,90,B,Denver,80239,Denver,East,SE,E 46th Av,Andrews Dr,46th Ave & Andrews Dr (Stop No. 18740)
-104.9129305,39.80959967,88,Monaco St & 62nd Ave,S,,90,K,Commerce City,80022,Adams,North,SW,Monaco St,E 62nd Ave,Monaco St & 62nd Ave (Stop No. 26086)
-104.882843,39.885351,104L,104th Ave & Belle Creek Blvd,W,,75,K,Commerce City,80640,Adams,North,NE,E 104th Ave,Belle Creek Blvd,104th Ave & Belle Creek Blvd (Stop No. 26093)
-105.071297,39.616686,59,W Grant Ranch Blvd & W Dorado Dr W,E,,90,D,Denver,80123,Denver,West,SE,W Grant Ranch Blvd,Dorado Dr,W Grant Ranch Blvd & W Dorado Dr W (Stop No. 25005)
-105.020846,39.577965,401,W Mineral Ave & W Long Ave,SE,,75,H,Littleton,80120,Arapahoe,West,S,W Mineral Av,W Long Av W,W Mineral Ave & W Long Ave (Stop No. 17618)
-104.862226,39.67486,21,Iliff Ave & S Jamaica St,W,B,65,E,Aurora,80014,Arapahoe,East,NW,E Iliff Av,S Jamaica St,Iliff Ave & S Jamaica St (Stop No. 14533)
-105.080648,39.667627,"30L, 30",W Yale Ave & S Wadsworth Blvd,E,B,150,D,Denver,80227,Denver,West,SE,W Yale Av,S Wadsworth Blvd,W Yale Ave & S Wadsworth Blvd (Stop No. 17366)
-104.9747994,39.65391564,TRLY,S Corona St & Girard Ave,S,,75,D,Englewood,80113,Arapahoe,East,,S Folsom St N,S Boulder Creek St N,S Corona St & Girard Ave (Stop No. 41000)
-105.123817,39.93278785,FF,US 36 & Flatiron Station Gate D {1105},E,PR,5,I,Broomfield,80020,Broomfield,North,S,Us Hwy 36 Ramp S,Flatiron Crossing Cir,US 36 & Flatiron Station Gate D {1105} (Stop No. 25331)
-104.959248,39.696864,24,S University Blvd & Mississippi Ave,N,"B, T, 51",90,A,Denver,80209,Denver,East,NE,S University Blvd,E Mississippi Ave,S University Blvd & Mississippi Ave (Stop No. 16859)
-105.177427,40.054814,205,Heatherwood Dr & Ashfield Ct,W,,75,O,Gunbarrel,80301,Boulder,North,NW,Heatherwood Dr,Ashfield Ct,Heatherwood Dr & Ashfield Ct (Stop No. 19393)
-105.005893,39.852107,19,Pecos St & W 85th Ave {1110},N,,50,J,Federal Heights,80260,Adams,North,NE,Pecos St,W 85th Av,Pecos St & W 85th Ave {1110} (Stop No. 20516)
-105.2035216,39.9861071,DASH,6400 Block South Boulder Rd,E,,2625,O,Boulder,80303,Boulder,North, ,South Boulder Rd,S Cherryvale Rd,6400 Block South Boulder Rd (Stop No. 33484)
-104.8734757,39.5377324,"483, 403",Park Meadows Dr & Lincoln Ave Nearside {1401},S,,250,G,Lone Tree,80124,Douglas,East,NW,Park Meadows Dr,Lincoln Ave,Park Meadows Dr & Lincoln Ave Nearside {1401} (Stop No. 25727)
-104.819332,39.742345,153,Sable Blvd & 16th Pl,N,B,10,B,Aurora,80011,Adams,East,SE,Sable Blvd,E 16th Pl,Sable Blvd & 16th Pl (Stop No. 18795)
-105.095821,39.877711,76,Wadsworth Pkwy & W 100th Ave,SE,B,75,L,Westminster,80021,Jefferson,North,NW,Wadsworth Pkwy,W 100th Av,Wadsworth Pkwy & W 100th Ave (Stop No. 14444)
-105.063075,39.827416,72,W 72nd Ave & Ingalls St,W,B,5,L,Westminster,80003,Jefferson,North,NW,W 72nd Av,Ingalls St,W 72nd Ave & Ingalls St (Stop No. 11665)
-104.8584053,39.91420601,120L,120th Ave & US 85,E,,225,K,Commerce City,80640,Adams,North,SW,W 120th ,Hwy 85,120th Ave & US 85 (Stop No. 33630)
-104.846722,39.711061,"3L, 3",Alameda Ave & S Peoria St,E,B,95,E,Aurora,80012,Arapahoe,East,SE,E Alameda Av,S Peoria St,Alameda Ave & S Peoria St (Stop No. 12065)
-104.808315,39.696477,130,Mississippi Ave & S Chambers Rd,E,B,410,F,Aurora,80017,Arapahoe,East,,E Mississippi Av,S Chambers Rd,Mississippi Ave & S Chambers Rd (Stop No. 15328)
-105.1552938,39.72482138,125,W 6th Ave S Service Rd & Deframe Ct,E,B,145,M,Lakewood,80401,Jefferson,West,SE,W 6th Av Service Rd,Deframe Ct,W 6th Ave S Service Rd & Deframe Ct (Stop No. 19606)
-105.2136087,40.00005529,225,Baseline Rd & Cherryvale Rd,E,,200,O,Boulder,80303,Boulder,North,SW,Baseline Rd S,Cherry Vale Rd,Baseline Rd & Cherryvale Rd (Stop No. 22812)
-104.903328,39.682392,73,S Quebec St & Jewell Ave,N,,60,A,Denver,80231,Denver,East,NE,S Quebec St,E Jewell Av,S Quebec St & Jewell Ave (Stop No. 25310)
-104.941987,39.717898,46,1st Ave & Harrison St,W,B,105,A,Denver,80206,Denver,East,NW,E 1st Ave,Harrison St,1st Ave & Harrison St (Stop No. 10438)
-105.052176,39.863415,92,W 92nd Ave & Sheridan Blvd,E,,150,J,Westminster,80031,Adams,North,SE,W 92nd Av,Sheridan Blvd,W 92nd Ave & Sheridan Blvd (Stop No. 21013)
-105.025052,39.790638,31,Federal Blvd & W 52nd Ave,N,B,150,C,Denver,80221,Denver,West,SE,Federal Blvd,W 52nd Av,Federal Blvd & W 52nd Ave (Stop No. 13733)
-105.025379,39.794487,31,Federal Blvd & W 54th Ave,S,B,75,C,Berkley,80221,Adams,West,SW,Federal Blvd,W 54th Av,Federal Blvd & W 54th Ave (Stop No. 13735)
-105.025445,39.798154,31,Federal Blvd & W 56th Ave,S,B,75,C,Berkley,80221,Adams,West,SW,Federal Blvd,W 56th Av,Federal Blvd & W 56th Ave (Stop No. 13737)
-105.025453,39.802971,31,Federal Blvd & W 58th Ave,S,B,75,C,Berkley,80221,Adams,North,SW,Federal Blvd,W 58th Av,Federal Blvd & W 58th Ave (Stop No. 13738)
-105.0126745,39.86358221,92,W 92nd Ave & Holiday Mall {1110},W,,90,J,Federal Heights,80260,Adams,North,NW,W 92nd Av,Holiday Cir,W 92nd Ave & Holiday Mall {1110} (Stop No. 18322)
-104.771983,39.780921,"45, 169L",Tower Rd & 47th Ave,N,,1056,B,Denver,80249,Denver,East, ,Tower Rd,E 45th Ave,Tower Rd & 47th Ave (Stop No. 23707)
-105.001567,39.740236,"36L, 30L, 16, 16L",W Colfax Ave & Lipan St,W,18,75,A,Denver,80204,Denver,West,NW,W Colfax Av,Lipan St,W Colfax Ave & Lipan St (Stop No. 18982)
-105.091208,39.625427,"76, 35",S Wadsworth Blvd & W Belleview Ave,S,"B, 13",100,N,Denver,80123,Denver,West,NW,S Wadsworth Blvd,W Belleview Av,S Wadsworth Blvd & W Belleview Ave (Stop No. 17027)
-105.129903,39.58055,"99L, 77",W Ken Caryl Ave & W Chatfield Ave {1303},E,,150,N,Ken Caryl,80127,Jefferson,West,SW,W Ken Caryl Av,W Chatfield Av,W Ken Caryl Ave & W Chatfield Ave {1303} (Stop No. 21496)
-104.875007,39.652932,105,Hampden Ave & S Dayton St,E,B,163,E,Denver,80014,Denver,East,SE,E Hampden Av,S Dayton St,Hampden Ave & S Dayton St (Stop No. 14140)
-104.889377,39.632215,73,Temple Dr & S Wabash St {1411},E,,68,E,Denver,80237,Denver,East,SW,E Temple Dr,S Wabash St,Temple Dr & S Wabash St {1411} (Stop No. 20811)
-105.0628074,39.91434513,120,W 120th Ave & Ash St {1104},W,,65,I,Broomfield,80020,Broomfield,North,NW,W 120th Ave,Ash St,W 120th Ave & Ash St {1104} (Stop No. 26237)
-104.7648876,39.66004254,133,S Ceylon Way & S Cathay Cir,S,,75,F,Aurora,80013,Arapahoe,East,SW,S Ceylon Way,S Cathay Cir,S Ceylon Way & S Cathay Cir (Stop No. 33469)
-104.8116236,39.98669012,520,Bridge St & S 9th Ave {1201},E,,90,K,Brighton,80601,Adams,North,SE,Bridge St,S 9th Ave,Bridge St & S 9th Ave {1201} (Stop No. 20032)
-105.089322,39.618415,59,W Crestline Ave & S Wadsworth Blvd,W,,500,D,Lakewood,80123,Jefferson,West,NE,W Crestline Ave,S Wadsworth Blvd,W Crestline Ave & S Wadsworth Blvd (Stop No. 25021)
-104.771873,39.53545,483,Dransfeldt Rd & Lincoln Ave {1408},S,,75,G,Parker,80134,Douglas,East, ,N Dransfeldt Rd,Lincoln Ave,Dransfeldt Rd & Lincoln Ave {1408} (Stop No. 25741)
-105.16283,39.945017,228,Rock Creek Pkwy & McCaslin Blvd {1101},E,,90,L,Superior,80027,Boulder,North,SE,Rock Creek Pkwy,Mc Caslin Blvd,Rock Creek Pkwy & McCaslin Blvd {1101} (Stop No. 25537)
-104.791039,39.729878,"169, 169L",Airport Blvd & 8th Ave,N,,60,F,Aurora,80011,Arapahoe,East,NE,Airport Blvd,E 8th Ave,Airport Blvd & 8th Ave (Stop No. 23887)
-105.0239781,39.93482348,128,Westlake Dr & W 132nd Cir {1104},SW,,125,I,Broomfield,80020,Broomfield,North,W,Westlake Dr,W 132nd Cir,Westlake Dr & W 132nd Cir {1104} (Stop No. 17250)
-105.100237,39.690018,99,S Garrison St & W Florida Ave,N,B,190,M,Lakewood,80232,Jefferson,West,NE,S Garrison St,W Florida Av,S Garrison St & W Florida Ave (Stop No. 14044)
-105.138027,39.807296,"52, 125",Ward Rd & W 61st Ave,S,B,6,L,Arvada,80004,Jefferson,West,SW,Ward Rd,W 61st Av,Ward Rd & W 61st Ave (Stop No. 17126)
-104.8462983,39.65791076,121,Nine Mile Station Gate G,SW,,75,E,Aurora,80014,Arapahoe,East, ,S Parker Rd,S Peoria St,Nine Mile Station Gate G (Stop No. 26197)
-105.2532345,40.00189469,BOND,30th St & Bixby Ave,S,,175,O,Boulder,80303,Boulder,North,SW,30th St,Bixby Ave,30th St & Bixby Ave (Stop No. 25419)
-105.0723649,39.74762934,20,W 20th Ave & Pierce St,W,,45,M,Edgewater,80214,Jefferson,West,NW,W 20th Ave,Pierce St,W 20th Ave & Pierce St (Stop No. 33643)
-104.8140091,39.92340084,120L,Adams County Pkwy & Valente Dr,N,,125,K,Brighton,80601,Adams,North,NE,Adams County Parkway,Sable Blvd,Adams County Pkwy & Valente Dr (Stop No. 33628)
-104.998562,39.729147,1,Santa Fe Dr & W 8th Ave,N,B,65,C,Denver,80204,Denver,West,NE,Santa Fe Dr,W 8th Av,Santa Fe Dr & W 8th Ave (Stop No. 16421)
-105.1606721,39.98672039,DASH,South Boulder Rd & Kennedy Ave {1102},E,,200,O,Louisville,80027,Boulder,North,SE,South Boulder Rd,Kennedy Av,South Boulder Rd & Kennedy Ave {1102} (Stop No. 17897)
-105.090768,39.841612,80,W 80th Ave & Carr Dr,E,B,105,L,Arvada,80005,Jefferson,North,SE,W 80th Av,Carr Dr,W 80th Ave & Carr Dr (Stop No. 11728)
-105.2031346,39.743558,"16, 16L",South Golden Rd & Sunset Dr {1109},E,B,50,L,Golden,80401,Jefferson,West,SW,S Golden Rd,Sunset Dr S,South Golden Rd & Sunset Dr {1109} (Stop No. 15724)
-104.819264,39.722269,15L,Sable Blvd & 4th Ave,N,B,65,F,Aurora,80011,Arapahoe,East,NE,Sable Blvd,E 4th Av,Sable Blvd & 4th Ave (Stop No. 16370)
-105.098164,40.191898,327,Collyer St & 19th Ave {1103},S,,90,I,Longmont,80501,Boulder,North,SW,Collyer St,19th Ave,Collyer St & 19th Ave {1103} (Stop No. 13032)
-105.133424,39.812823,72,W 64th Ave & Union St,W,,100,L,Arvada,80004,Jefferson,West,NE,W 64th Av,Urban St,W 64th Ave & Union St (Stop No. 11506)
-105.223947,39.985757,DASH,South Boulder Rd & S 55th St,E,,10,O,Boulder,80303,Boulder,North,SW,S Boulder Rd,55th St,South Boulder Rd & S 55th St (Stop No. 21672)
-105.055185,39.790971,52,W 52nd Ave & Benton St,E,,125,C,Denver,80212,Denver,West,SE,W 52nd Av,Benton St,W 52nd Ave & Benton St (Stop No. 21682)
-105.052601,39.776631,44,W 44th Ave & Zenobia St,W,,95,C,Denver,80212,Denver,West,NE,W 44th Ave,Sheridan Blvd,W 44th Ave & Zenobia St (Stop No. 24525)
-104.818393,39.916857,"120L, 145X",Sable Blvd & 120th Ave,N,,50,K,Brighton,80601,Adams,North,NE,Sable Blvd,E 120th Ave,Sable Blvd & 120th Ave (Stop No. 24530)
-105.119442,39.597797,59,W Coal Mine Ave & W Peakview Dr,W,,75,N,Littleton,80127,Jefferson,West,NW,W Coal Mine Av,W Peakview Dr,W Coal Mine Ave & W Peakview Dr (Stop No. 24571)
-105.020717,39.711242,"3, 4",W Alameda Ave & S Clay St,W,B,90,C,Denver,80219,Denver,West,NW,W Alameda Av,S Clay St,W Alameda Ave & S Clay St (Stop No. 11969)
-104.930865,39.711145,"3L, 3",Alameda Ave & S Dahlia St,E,B,170,A,Denver,80246,Denver,East,SE,E Alameda Av,S Dahlia St,Alameda Ave & S Dahlia St (Stop No. 11976)
-104.973752,39.71116,3,Alameda Ave & S Downing St,W,"P, B",85,A,Denver,80209,Denver,East,NW,E Alameda Av,S Downing St,Alameda Ave & S Downing St (Stop No. 11982)
-104.795764,39.772928,"42, 121",40th Ave & Airport Way,W,,35,B,Denver,80239,Denver,East,NE,E 40th Av,Airport Wy,40th Ave & Airport Way (Stop No. 24701)
-105.110374,39.590925,99L,S Kipling St & Meadows Dr {1303},S,B,75,N,Ken Caryl,80127,Jefferson,West,SW,S Kipling St,Meadows Dr,S Kipling St & Meadows Dr {1303} (Stop No. 21153)
-104.992203,39.848909,"8, 80",W 84th Ave & Elati St {1110},E,,65,J,Sherrelwood,80221,Adams,North,SE,W 84th Av,Elati St,W 84th Ave & Elati St {1110} (Stop No. 21160)
-104.803315,39.719885,157,Centretech Pkwy & 1st Ave,SE,B,75,F,Aurora,80011,Arapahoe,East,SE,E Centretech Pkwy,E 1st Av,Centretech Pkwy & 1st Ave (Stop No. 21178)
-104.8471701,39.71883527,121,Peoria St & 2nd Ave,N,B,125,E,Aurora,80011,Arapahoe,East,NE,Peoria St,E 2nd Av,Peoria St & 2nd Ave (Stop No. 15899)
-104.847056,39.758695,121,Peoria St & 30th Ave,S,B,175,B,Aurora,80010,Adams,East,SW,Peoria St,E 30th Av,Peoria St & 30th Ave (Stop No. 15901)
-105.051146,39.609588,59,W Bowles Ave & S Coventry Ln {1303},E,,75,H,Littleton,80123,Arapahoe,West,SE,W Bowles Av,S Coventry Ln W,W Bowles Ave & S Coventry Ln {1303} (Stop No. 12406)
-105.1153,39.812697,72,Ralston Rd & Miller St,NW,B,264,L,Arvada,80004,Jefferson,West,NW,Ralston Rd,Miller St,Ralston Rd & Miller St (Stop No. 16273)
-104.903855,39.716735,73,Quebec St & Lowry Blvd,S,,75,E,Denver,80230,Denver,East,SW,Quebec St,Lowry Dr,Quebec St & Lowry Blvd (Stop No. 25233)
-104.993439,39.655719,"12, 0, 51, 35",S Elati St & Englewood Pkwy,N,"35, P, B, T, SDB",275,D,Englewood,80110,Arapahoe,West,NE,S Elati St,Englewood Pkwy,S Elati St & Englewood Pkwy (Stop No. 13514)
-105.156525,39.758126,28,Eldridge St & Braun Rd,N,,25,L,Applewood,80401,Jefferson,West,SE,Eldridge St,Braun Rd,Eldridge St & Braun Rd (Stop No. 13517)
-104.997117,39.849114,80,W 84th Ave & Huron St {1110},W,"B, 13",115,J,Federal Heights,80260,Adams,North,NW,W 84th Av,Huron St,W 84th Ave & Huron St {1110} (Stop No. 11786)
-105.039617,39.743911,20,W 17th Ave & Perry St,E,B,65,C,Denver,80204,Denver,West,SW,W 17th Av,Perry St,W 17th Ave & Perry St (Stop No. 10317)
-104.909922,39.595119,66,Arapahoe Rd & Heritage Pl S  {1403},W,B,85,G,Centennial,80111,Arapahoe,East,NW,E Arapahoe Rd,E Heritage Pl S,Arapahoe Rd & Heritage Pl S  {1403} (Stop No. 12270)
-104.919374,39.595153,66,Arapahoe Rd & Homestead Pkwy  {1403},W,B,50,G,Centennial,80111,Arapahoe,East,NE,E Arapahoe Rd,Homestead Pkwy,Arapahoe Rd & Homestead Pkwy  {1403} (Stop No. 12275)
-104.880085,39.73275764,10,11th Ave & Boston St,E,,5,E,Aurora,80230,Arapahoe,East,SW,E 11th Ave,Boston St,11th Ave & Boston St (Stop No. 10100)
-104.870217,39.732905,10,11th Ave & Galena St,W,B,85,E,Aurora,80010,Arapahoe,East,NW,E 11th Ave,Galena St,11th Ave & Galena St (Stop No. 10108)
-104.869976,39.732805,10,11th Ave & Galena St,E,,20,E,Aurora,80010,Arapahoe,East,SW,E 11th Ave,Galena St,11th Ave & Galena St (Stop No. 10109)
-105.035827,39.615178,"36L, 36",5600 Block S Lowell Blvd,S,,460,H,Littleton,80123,Arapahoe,West, ,S Lowell Blvd,W Berry Av,5600 Block S Lowell Blvd (Stop No. 15089)
-104.977568,39.891125,12,Washington St & Garland Dr {1203},N,13,115,K,Northglenn,80233,Adams,North,NE,Washington St,Garland Dr,Washington St & Garland Dr {1203} (Stop No. 17218)
-104.940533,39.733631,"10, 40",Colorado Blvd & 11th Ave,N,B,30,A,Denver,80220,Denver,East,SE,Colorado Blvd,E 11th Ave,Colorado Blvd & 11th Ave (Stop No. 13049)
-104.940463,39.754909,40,Colorado Blvd & 26th Ave,N,,65,B,Denver,80207,Denver,East,NE,Colorado Blvd,E 26th Ave,Colorado Blvd & 26th Ave (Stop No. 13059)
-104.912866,39.758108,65,Monaco Pkwy & 29th Ave,S,P,75,B,Denver,80207,Denver,East,SW,Monaco Pkwy W,E 29th Av,Monaco Pkwy & 29th Ave (Stop No. 15507)
-104.7705248,39.64453064,139,3900 Block S Reservoir Rd,N,B,45,F,Aurora,80013,Arapahoe,East, ,S Reservoir Rd,S Andes Wy,3900 Block S Reservoir Rd (Stop No. 16300)
-104.99831,39.59158,67,W Ridge Rd & S Elati St,W,,140,H,Littleton,80120,Arapahoe,West,NW,W Ridge Rd,S Elati St,W Ridge Rd & S Elati St (Stop No. 16311)
-105.069056,39.738444,9,W 14th Ave & Newland St,E,,140,M,Lakewood,80214,Jefferson,West,SE,W 14th Av,Newland St,W 14th Ave & Newland St (Stop No. 10236)
-105.010929,39.757844,"28, 44, 32",15th St & Central St,NW,B,105,C,Denver,80211,Denver,West,NE,15th St,Central St,15th St & Central St (Stop No. 10254)
-105.0100983,39.75885203,"44, 32",16th St & Boulder St,E,"P, B",150,C,Denver,80211,Denver,West,SW,16th St,Boulder St,16th St & Boulder St (Stop No. 10273)
-104.977204,39.743193,20,17th Ave & Clarkson St,E,B,70,B,Denver,80218,Denver,East,SE,E 17th Ave,Clarkson St,17th Ave & Clarkson St (Stop No. 10280)
-104.963524,39.856079,"92, 80",88th Ave & Hoffman Way {1203},E,B,5,K,Welby,80229,Adams,North,SW,E 88th Av,Hoffman Wy,88th Ave & Hoffman Way {1203} (Stop No. 11817)
-105.235313,40.050452,BOLT,Hwy 119 & Jay Rd,SW,,75,O,Boulder,80301,Boulder,North,NW,Hwy 119,Jay Rd,Hwy 119 & Jay Rd (Stop No. 18011)
-105.0806848,39.71083053,"11, 14, 87L",W Alameda Ave & S Wadsworth Blvd,E,"B, 13",210,D,Lakewood,80226,Jefferson,West,SE,W Alameda Av,S Wadsworth Blvd,W Alameda Ave & S Wadsworth Blvd (Stop No. 12109)
-104.832668,39.711278,"3L, 3",Alameda Ave & S Xapary St,W,B,60,E,Aurora,80012,Arapahoe,East,NW,E Alameda Av,S Xapary St,Alameda Ave & S Xapary St (Stop No. 12114)
-105.229822,39.996292,206,Manhattan Dr & Santa Clara Pl,N,,50,O,Boulder,80303,Boulder,North,NE,Manhattan Dr,Santa Clara Pl,Manhattan Dr & Santa Clara Pl (Stop No. 20068)
-105.282267,40.080087,Y,US 36 & Longhorn Rd,S,,50,O,Boulder,80302,Boulder,North,NW,Us Hwy 36,Longhorn Rd,US 36 & Longhorn Rd (Stop No. 20086)
-104.991142,39.613128,66,W Littleton Blvd & S Cherokee St,E,,90,H,Littleton,80120,Arapahoe,West,SE,W Littleton Blvd,S Cherokee St,W Littleton Blvd & S Cherokee St (Stop No. 15002)
-105.081332,39.82778802,76,Wadsworth Blvd & W 72nd Ave,N,B,120,L,Arvada,80003,Jefferson,North,NE,Wadsworth Blvd,W 72nd Ave,Wadsworth Blvd & W 72nd Ave (Stop No. 17000)
-105.081849,39.834685,76,Wadsworth Blvd & W 76th Ave,S,B,75,L,Arvada,80005,Jefferson,North,SW,Wadsworth Blvd,W 76th Av,Wadsworth Blvd & W 76th Ave (Stop No. 17007)
-105.000485,39.647816,51,S Kalamath St & W Lehigh Ave,N,,55,H,Englewood,80110,Arapahoe,West,NE,S Kalamath St,W Lehigh Av,S Kalamath St & W Lehigh Ave (Stop No. 21448)
-104.809853,39.713244,"153, 157",S Chambers Rd & Evanston Way,N,"10, 11, 3, 4, B",600,F,Aurora,80017,Arapahoe,East,SE,S Chambers Rd,Evanston Wy,S Chambers Rd & Evanston Way (Stop No. 21458)
-104.91286,39.817917,88,Monaco St & 67th Ave,S,,125,K,Commerce City,80022,Adams,North,SW,Monaco St,E 67th Av,Monaco St & 67th Ave (Stop No. 15489)
-105.047719,39.733125,9,W 10th Ave & Winona Ct,W,,60,C,Denver,80204,Denver,West,NW,W 10th Av,Winona Ct,W 10th Ave & Winona Ct (Stop No. 10081)
-104.866084,39.725264,105,Havana St & 6th Ave,S,"B, T",65,E,Aurora,80010,Arapahoe,East,SW,Havana St,E 6th Av,Havana St & 6th Ave (Stop No. 14249)
-104.9972053,39.85639482,92,W 88th Ave & Huron St {1110},W,13,75,J,Thornton,80260,Adams,North,NW,W 88th Av,Huron St,W 88th Ave & Huron St {1110} (Stop No. 20762)
-105.062932,39.862857,92,Harlan St & W 92nd Ave,S,,150,J,Westminster,80031,Jefferson,North,SW,Harlan St,W 92nd Av,Harlan St & W 92nd Ave (Stop No. 20764)
-105.053335,39.675494,51,S Sheridan Blvd & W Warren Ave,S,B,125,D,Denver,80227,Denver,West,SW,S Sheridan Blvd,W Warren Av,S Sheridan Blvd & W Warren Ave (Stop No. 16581)
-105.034698,39.678651,21,W Evans Ave & S Lowell Blvd,W,,75,D,Denver,80219,Denver,West,NW,W Evans Av,S Lowell Blvd,W Evans Ave & S Lowell Blvd (Stop No. 13604)
