route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
117N,SA,113506875,124th - Eastlake,0, 117  3,1161853
117N,SA,113506876,124th - Eastlake,0, 117  2,1161853
117N,SA,113506877,124th - Eastlake,0, 117  1,1161853
117N,SA,113506878,124th - Eastlake,0, 117  3,1161853
117N,SA,113506879,124th - Eastlake,0, 117  2,1161853
117N,SA,113506880,124th - Eastlake,0, 117  2,1161853
117N,SA,113506881,124th - Eastlake,0, 117  1,1161853
117N,SA,113506882,124th - Eastlake,0, 117  3,1161853
117N,SA,113506883,124th - Eastlake,0, 117  2,1161853
117N,SA,113506884,124th - Eastlake,0, 117  1,1161853
117N,SA,113506885,124th - Eastlake,0, 117  3,1161853
117N,SA,113506886,124th - Eastlake,0, 117  2,1161853
117N,SA,113506887,124th - Eastlake,0, 117  1,1161853
117N,SA,113506888,124th - Eastlake,0, 117  3,1161853
117N,SA,113506889,124th - Eastlake,0, 117  1,1161853
117N,SA,113506890,124th - Eastlake,0, 117  3,1161853
117N,SA,113506891,124th - Eastlake,0, 117  2,1161853
117N,SA,113506892,124th - Eastlake,0, 117  1,1161853
117N,SA,113506893,124th - Eastlake,0, 117  3,1161853
117N,SA,113506894,124th - Eastlake,0, 117  2,1161853
117N,SA,113506895,124th - Eastlake,0, 117  1,1161853
117N,SA,113506906,Union Station,1, 117  2,1161860
117N,SA,113506907,Union Station,1, 117  1,1161860
117N,SA,113506908,Union Station,1, 117  3,1161860
117N,SA,113506909,Union Station,1, 117  2,1161860
117N,SA,113506910,Union Station,1, 117  1,1161860
117N,SA,113506911,Union Station,1, 117  3,1161860
117N,SA,113506912,Union Station,1, 117  2,1161860
117N,SA,113506913,Union Station,1, 117  1,1161860
117N,SA,113506914,Union Station,1, 117  3,1161860
117N,SA,113506915,Union Station,1, 117  2,1161860
117N,SA,113506916,Union Station,1, 117  1,1161860
117N,SA,113506917,Union Station,1, 117  3,1161860
117N,SA,113506918,Union Station,1, 117  2,1161860
117N,SA,113506919,Union Station,1, 117  1,1161860
117N,SA,113506920,Union Station,1, 117  3,1161860
117N,SA,113506921,Union Station,1, 117  2,1161860
117N,SA,113506922,Union Station,1, 117  1,1161860
117N,SA,113506923,Union Station,1, 117  3,1161860
117N,SA,113506924,Union Station,1, 117  2,1161860
117N,SA,113506925,Union Station,1, 117  1,1161860
117N,SA,113506926,Union Station,1, 117  3,1161860
117N,SA,113506927,Union Station,1, 117  2,1161860
117N,SA,113506928,Union Station,1, 117  1,1161860
117N,SA,113506929,Union Station,1, 117  3,1161860
117N,SA,113506930,Union Station,1, 117  2,1161860
117N,SA,113506931,Union Station,1, 117  1,1161860
117N,SA,113506932,Union Station,1, 117  3,1161860
117N,SA,113506933,Union Station,1, 117  2,1161860
117N,SA,113506934,Union Station,1, 117  1,1161860
117N,SA,113506935,Union Station,1, 117  3,1161860
117N,SA,113506936,Union Station,1, 117  2,1161860
117N,SA,113506937,Union Station,1, 117  1,1161860
117N,SA,113506938,Union Station,1, 117  3,1161860
117N,SA,113506939,Union Station,1, 117  2,1161860
117N,SA,113506940,Union Station,1, 117  1,1161860
117N,SU,113506946,124th - Eastlake,0, 117  2,1161853
117N,SU,113506947,124th - Eastlake,0, 117  3,1161853
117N,SU,113506948,124th - Eastlake,0, 117  2,1161853
117N,SU,113506949,124th - Eastlake,0, 117  1,1161853
117N,SU,113506950,124th - Eastlake,0, 117  3,1161853
117N,SU,113506951,124th - Eastlake,0, 117  2,1161853
117N,SU,113506952,124th - Eastlake,0, 117  1,1161853
117N,SU,113506953,124th - Eastlake,0, 117  3,1161853
117N,SU,113506954,124th - Eastlake,0, 117  2,1161853
117N,SU,113506955,124th - Eastlake,0, 117  1,1161853
117N,SU,113506956,124th - Eastlake,0, 117  3,1161853
117N,SU,113506957,124th - Eastlake,0, 117  2,1161853
117N,SU,113506958,124th - Eastlake,0, 117  1,1161853
117N,SU,113506959,124th - Eastlake,0, 117  3,1161853
117N,SU,113506960,124th - Eastlake,0, 117  2,1161853
117N,SU,113506961,124th - Eastlake,0, 117  1,1161853
117N,SU,113506962,124th - Eastlake,0, 117  3,1161853
117N,SU,113506963,124th - Eastlake,0, 117  2,1161853
117N,SU,113506964,124th - Eastlake,0, 117  1,1161853
117N,SU,113506965,124th - Eastlake,0, 117  3,1161853
117N,SU,113506966,124th - Eastlake,0, 117  1,1161853
117N,SU,113506967,124th - Eastlake,0, 117  3,1161853
117N,SU,113506970,124th - Eastlake,0, 117  2,1161853
117N,SU,113506971,124th - Eastlake,0, 117  1,1161853
117N,SU,113506972,124th - Eastlake,0, 117  3,1161853
117N,SU,113506973,124th - Eastlake,0, 117  2,1161853
117N,SU,113506974,124th - Eastlake,0, 117  1,1161853
117N,SU,113506975,124th - Eastlake,0, 117  3,1161853
117N,SU,113506976,124th - Eastlake,0, 117  2,1161853
117N,SU,113506977,124th - Eastlake,0, 117  1,1161853
117N,SU,113506978,124th - Eastlake,0, 117  3,1161853
117N,SU,113506979,124th - Eastlake,0, 117  2,1161853
117N,SU,113506980,124th - Eastlake,0, 117  1,1161853
117N,SU,113506988,Union Station,1, 117  2,1161860
117N,SU,113506989,Union Station,1, 117  1,1161860
117N,SU,113506990,Union Station,1, 117  3,1161860
117N,SU,113506991,Union Station,1, 117  2,1161860
117N,SU,113506992,Union Station,1, 117  1,1161860
117N,SU,113506993,Union Station,1, 117  3,1161860
117N,SU,113506994,Union Station,1, 117  2,1161860
117N,SU,113506995,Union Station,1, 117  1,1161860
117N,SU,113506996,Union Station,1, 117  3,1161860
117N,SU,113506997,Union Station,1, 117  2,1161860
117N,SU,113506998,Union Station,1, 117  1,1161860
117N,SU,113506999,Union Station,1, 117  3,1161860
117N,SU,113507000,Union Station,1, 117  1,1161860
117N,SU,113507001,Union Station,1, 117  3,1161860
117N,SU,113507002,Union Station,1, 117  2,1161860
117N,SU,113507003,Union Station,1, 117  1,1161860
117N,SU,113507004,Union Station,1, 117  3,1161860
117N,SU,113507005,Union Station,1, 117  2,1161860
117N,SU,113507006,Union Station,1, 117  1,1161860
117N,SU,113507007,Union Station,1, 117  3,1161860
117N,SU,113507008,Union Station,1, 117  2,1161860
117N,SU,113507009,Union Station,1, 117  1,1161860
117N,SU,113507010,Union Station,1, 117  3,1161860
117N,SU,113507011,Union Station,1, 117  2,1161860
117N,SU,113507012,Union Station,1, 117  1,1161860
117N,SU,113507013,Union Station,1, 117  3,1161860
117N,SU,113507014,Union Station,1, 117  2,1161860
117N,SU,113507015,Union Station,1, 117  1,1161860
117N,SU,113507016,Union Station,1, 117  3,1161860
117N,SU,113507017,Union Station,1, 117  2,1161860
117N,SU,113507018,Union Station,1, 117  1,1161860
117N,SU,113507022,Union Station,1, 117  3,1161860
117N,SU,113507023,Union Station,1, 117  2,1161860
12,SA,113492989,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113492990,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SA,113492991,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SA,113492992,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SA,113492993,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SA,113492994,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SA,113492995,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SA,113492996,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SA,113492997,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SA,113492998,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113492999,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SA,113493000,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SA,113493001,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SA,113493002,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SA,113493003,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SA,113493004,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SA,113493005,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113493006,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113493007,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SA,113493008,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SA,113493009,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SA,113493010,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SA,113493011,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SA,113493012,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SA,113493013,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SA,113493014,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113493015,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SA,113493016,Northglenn & 112th Ave Stn via Downing & Colfax,0, 120  3,1161512
12,SA,113493017,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SA,113493018,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113493019,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493020,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SA,113493021,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SA,113493022,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SA,113493023,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SA,113493024,Englewood Stn via Corona & Colfax,1, 120  3,1161514
12,SA,113493025,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113493026,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SA,113493027,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SA,113493028,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SA,113493029,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SA,113493030,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SA,113493031,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493032,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493033,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SA,113493034,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113493035,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SA,113493036,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SA,113493037,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SA,113493038,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SA,113493039,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SA,113493040,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493041,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SA,113493042,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493043,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113493044,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SA,113493045,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SA,113493046,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SA,113493047,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SA,113493048,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SA,113500518,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SA,113500519,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SA,113500520,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SA,113500521,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SA,113500522,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SA,113500523,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113500524,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SA,113500525,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SA,113500526,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SA,113500527,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SA,113500528,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SA,113500529,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SA,113500530,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SA,113500531,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500633,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500634,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SU,113500635,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SU,113500636,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SU,113500637,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SU,113500638,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500639,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SU,113500640,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500641,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SU,113500642,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500643,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SU,113500644,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SU,113500645,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SU,113500646,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SU,113500647,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SU,113500648,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SU,113500649,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500650,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500651,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SU,113500652,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SU,113500653,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500654,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SU,113500655,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500656,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SU,113500657,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SU,113500658,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500659,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SU,113500660,Northglenn & 112th Ave Stn via Downing & Colfax,0, 120  3,1161512
12,SU,113500661,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,SU,113500662,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,SU,113500663,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,SU,113500664,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SU,113500665,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,SU,113500666,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500667,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,SU,113500668,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,SU,113500669,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,SU,113500670,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SU,113500671,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500672,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SU,113500673,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SU,113500674,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SU,113500675,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SU,113500676,Englewood Stn via Corona & Colfax,1, 120  3,1161514
12,SU,113500677,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SU,113500678,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SU,113500679,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SU,113500680,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SU,113500681,Englewood Stn via Corona & Colfax,1,  12  4,1161514
12,SU,113500682,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SU,113500683,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500684,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500685,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SU,113500686,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SU,113500687,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SU,113500688,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SU,113500689,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SU,113500690,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SU,113500691,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SU,113500692,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500693,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SU,113500694,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500695,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SU,113500696,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SU,113500697,Englewood Stn via Corona & Colfax,1,  12  5,1161514
12,SU,113500698,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SU,113500699,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SU,113500700,Englewood Stn via Corona & Colfax,1,  12  6,1161514
12,SU,113500701,Englewood Stn via Corona & Colfax,1,  12  2,1161514
12,SU,113500702,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SU,113500703,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,SU,113500704,Englewood Stn via Corona & Colfax,1,  12  8,1161514
12,SU,113500705,Englewood Stn via Corona & Colfax,1,  12  7,1161514
12,SU,113500706,Englewood Stn via Corona & Colfax,1,  12  1,1161514
12,WK,113500559,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,WK,113500560,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,WK,113500561,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,WK,113500562,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,WK,113500563,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,WK,113500564,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,WK,113500565,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,WK,113500566,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  1,1161512
12,WK,113500567,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  8,1161512
12,WK,113500568,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,WK,113500569,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,WK,113500570,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  7,1161512
12,WK,113500571,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,WK,113500572,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  5,1161512
12,WK,113500573,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  2,1161512
12,WK,113500574,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  4,1161512
12,WK,113500575,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
12,WK,113500576,Northglenn & 112th Ave Stn via Downing & Colfax,0,  12  6,1161512
